amount,hour,day_of_week,is_foreign,prev_transactions,is_fraud
862.5394558060792,6,4,0,5,0
638.4147698239565,2,1,1,24,0
1164.8152944416336,2,2,0,1,0
742.9736744518175,17,2,1,15,0
1202.5472594336657,19,2,1,40,0
1411.4661394250054,21,6,1,20,0
1377.1216319657815,13,5,0,14,0
749.7312211532226,2,0,0,33,0
334.55354319580687,6,6,1,46,0
861.6281475859529,6,2,0,42,0
286.04569401973555,4,4,1,19,0
1780.3039733324329,2,6,1,43,0
692.409044014977,17,6,0,30,0
309.76503469942423,14,0,0,14,0
51.870072051596004,19,0,0,47,0
1291.9989501866821,13,2,0,27,0
1274.1677325920318,3,0,1,5,0
681.867728996002,23,1,1,2,0
144.35206580645436,7,1,0,37,0
819.8481608955688,20,2,1,22,0
623.1237726317238,12,6,0,2,0
1354.5641588302838,21,4,0,44,0
1211.952719655928,7,0,0,43,0
729.8228626668824,14,3,1,7,0
436.5672159557252,16,6,1,1,0
1976.083896345028,4,2,0,6,0
908.5492407710336,19,5,0,16,0
1376.860197324694,3,0,0,6,0
281.9653821891432,10,2,1,32,0
971.6938096191362,17,2,0,35,0
56.045903019061505,9,4,0,46,0
1011.4047807029895,16,3,1,3,0
1928.070796828287,14,0,0,43,0
769.0292192586146,5,2,0,15,0
78.95302913724827,22,2,0,20,0
62.88062604776771,20,6,1,17,0
776.5855331337921,15,0,1,45,0
320.8898479899249,14,2,0,45,0
47.680840560043634,7,2,0,27,0
1512.6710142864035,8,2,0,42,0
917.5874947548995,10,1,0,15,0
579.2002991733364,1,1,0,46,0
1800.266282849945,12,3,0,21,0
233.1617814408507,3,4,0,5,0
1911.881739081683,8,6,1,29,0
628.6194680373283,4,6,0,44,0
1776.9189409450537,18,0,1,27,0
1206.2828100824436,21,4,0,16,0
1653.5880121232335,2,4,0,35,0
1968.0423132577182,20,6,0,11,0
577.5224701996727,2,1,0,49,0
1922.3098353297783,5,3,1,39,0
779.5743079099383,9,4,1,11,0
771.6382975691077,4,6,0,35,0
681.4338214047568,2,4,1,39,0
1083.273807087823,21,2,1,28,0
309.1359413137957,23,0,0,1,0
1107.8692592306643,6,3,0,28,0
1083.867920007598,21,6,0,29,0
1524.0417233971352,17,0,1,35,0
1667.4662739132336,22,1,0,43,0
881.4422592745357,7,4,0,24,0
605.364165453636,0,4,0,20,0
519.4104597368719,3,5,0,21,0
390.053049573039,23,0,1,9,0
116.23751681585074,6,1,0,30,0
685.553509690592,13,6,0,46,0
541.2251365694357,12,5,1,8,0
1932.8683543469483,9,5,0,40,0
1115.8599436738377,22,2,0,38,0
695.2068010219846,17,5,1,33,0
1161.3547343863984,0,5,1,38,0
279.2542059900453,3,2,0,40,0
888.6434546552036,15,4,0,49,0
1252.8424085207066,15,4,1,22,0
978.3067657531103,17,3,0,11,0
804.1558225079942,7,5,1,6,0
1987.7029294104966,9,0,1,31,0
1760.7492095357052,15,4,0,18,0
1247.1885103607208,22,1,1,21,0
1139.1853450033832,23,6,0,15,0
1241.7002991693435,10,0,1,7,0
403.4229035370441,5,3,1,29,0
790.8803487853729,0,5,0,5,0
79.87960624890773,11,2,0,1,0
951.6165289361666,5,3,0,33,0
1086.5061433313688,12,0,0,28,0
456.271722470316,16,2,0,39,0
1928.093665483862,0,1,1,41,0
1818.9997672635468,7,2,0,42,0
1444.5643276763558,21,2,0,19,0
1067.2398709019599,7,1,1,2,0
1740.0683501357223,23,4,0,47,0
262.17403530310236,10,4,1,34,0
1581.229078755495,13,2,0,7,0
250.51680711972975,23,6,0,11,0
1588.6271144362615,9,2,0,49,0
552.2593689344626,14,3,1,44,0
1754.3040714553597,6,6,0,42,0
1888.1401455569703,6,4,0,31,0
298.44314284082617,9,1,0,28,0
925.8885345257216,3,5,1,44,0
1961.9937689472076,17,5,0,20,0
967.3314645103201,9,2,1,2,0
1727.2314975065758,18,2,1,37,0
1177.8743127405085,13,5,0,26,0
751.2844859312842,12,3,0,2,0
572.2813274962145,14,3,0,0,0
407.24295908108843,15,3,0,45,0
1523.8345845640167,1,0,0,19,0
773.6944731392327,3,1,0,6,0
1023.0396489393015,20,0,0,40,0
985.1586345223627,17,2,0,0,0
1154.9807794370292,16,3,0,9,0
1731.2887141034798,9,3,0,44,0
1961.4979478232754,20,5,1,11,0
815.76083293906,8,5,0,3,0
1655.2103252905,14,6,0,6,0
1529.2910615147805,11,3,0,9,0
1416.3921213068843,4,4,0,21,1
1912.1382400802543,8,5,0,24,0
401.7485565412772,13,1,0,28,0
219.4191564089332,12,0,0,38,0
1708.069971943889,5,1,1,14,0
878.8604834508628,18,5,1,18,0
1694.0907395599138,3,3,0,38,0
1786.2873201856344,19,2,1,45,0
125.8527296445238,16,4,0,45,0
1767.0460612091354,18,5,0,17,0
897.1897916834749,2,1,0,41,0
1021.3545455194602,13,2,0,2,0
1253.5584296753273,16,5,0,5,0
1852.8388308534434,12,3,1,21,0
39.213072765098296,8,6,0,40,0
954.2100931673164,0,3,0,45,0
1375.7563628186908,16,3,0,30,0
1445.6912084387586,15,3,0,20,0
1385.372330642679,17,5,0,7,0
269.7358236868356,1,6,0,0,0
599.4917811549908,13,4,0,2,0
718.0723353086099,21,4,0,28,0
1609.0699781513306,22,1,0,5,0
558.2409849566915,16,5,0,32,0
422.1992227705391,2,6,0,17,0
1914.9385900571542,1,6,0,41,0
18.71770694182433,7,3,0,48,0
1995.6438905082744,1,4,0,0,0
1353.9657764159338,1,5,0,21,0
1657.110129598785,8,2,0,30,0
589.9441732960402,19,4,1,22,0
29.616240056452895,20,4,0,7,0
1476.0011676044985,5,6,1,28,0
1668.4550494043508,11,1,0,43,0
1481.2117877750848,8,4,1,45,0
286.55772431437634,6,2,1,18,0
1507.1024165916813,11,3,1,48,0
1538.0766414331742,4,0,1,15,0
1317.4224908244398,15,1,0,18,0
1532.4657496583768,4,2,0,36,0
1929.992904963192,22,1,0,21,1
1227.5946243606793,23,5,0,18,0
178.12082322538845,19,3,1,3,0
975.7679915247545,8,4,0,4,0
156.22102000853852,22,5,1,4,0
815.6785190338293,6,4,0,24,0
814.8058717621296,18,6,0,23,0
132.95367843634293,19,2,1,0,0
698.2922474049892,22,3,0,49,0
222.88519948383836,10,0,0,27,0
1616.662184808435,20,0,0,46,0
1895.428363902977,11,4,1,20,0
145.56063404061928,2,5,1,18,0
1910.2752993761112,16,6,1,22,0
1045.6306220741535,6,3,0,13,0
599.8317902297939,21,3,0,5,0
154.64728847705086,9,2,0,31,0
1001.7479118727653,22,5,0,49,0
1589.2365734370067,14,0,0,31,0
1414.4658680561297,1,2,0,7,0
101.40179691648355,12,1,0,36,0
146.73076890043913,3,3,0,21,0
806.3436919826415,17,0,0,7,0
591.2856976018386,23,2,0,37,0
465.5362617890396,22,4,0,9,0
562.7279933185184,0,1,0,2,0
1607.1620038504723,1,2,0,12,0
1858.526879210076,1,4,1,38,0
810.8002863606052,3,0,0,29,0
1542.9172666246707,3,0,1,3,1
643.669906794516,16,1,0,44,0
953.3975357012395,13,4,0,5,0
452.83196663418346,1,3,0,15,0
1281.3116083095122,15,6,0,21,0
1957.983249234443,10,6,0,26,0
1207.3826989907138,12,0,0,20,0
716.2703541429842,0,5,1,28,0
1295.9870745350663,22,3,0,0,0
246.71843625230974,1,3,0,29,0
1777.429501450532,1,6,0,23,0
1006.6648176088929,20,2,0,12,0
899.2501343372445,4,2,1,29,0
1172.143712118585,3,0,0,25,0
1249.9429417160154,11,3,0,33,0
144.47983664679955,2,2,0,19,0
1365.5518252255813,19,4,0,5,0
484.6214289507436,9,4,0,42,0
1428.191312380673,19,4,0,48,0
1645.2470539740093,17,4,1,8,0
1608.1130565974881,20,3,0,36,0
1105.4494338483703,20,4,0,36,0
1040.8196147291917,20,3,1,15,0
286.60904671748403,9,6,0,3,0
1550.916954655868,0,0,0,31,0
543.547351512982,5,0,1,19,0
993.8941502130751,10,4,0,28,0
569.2639117621059,1,4,0,30,0
268.5228976363866,6,4,0,44,0
1259.4858360865815,19,0,1,16,0
1595.9392506806992,4,2,0,40,1
1497.5418230182738,20,0,1,24,0
635.8560037269722,20,4,0,44,0
1.2692513159661547,17,2,0,15,0
1022.7471493352224,20,2,0,19,0
94.65696514667864,18,1,0,41,0
553.0629460839781,3,6,1,9,0
1414.2459984239767,12,3,1,47,0
126.31655362210986,17,6,0,22,0
1678.8376462196486,19,4,0,32,0
8.636025394507634,23,3,0,42,0
494.4009145346026,12,1,0,12,0
1482.0672082479907,18,3,0,24,0
633.2240293088843,16,4,1,49,0
204.68288374396104,0,1,0,36,0
721.1076036820554,5,3,0,35,0
541.5161794826665,18,0,1,23,0
1685.5810924189493,19,2,0,5,0
627.3824872527011,0,6,1,14,0
1578.0760110802385,7,1,1,33,0
1783.8524174766587,16,0,0,3,0
868.2010217334825,20,4,0,13,0
1819.9763445649296,21,2,0,3,0
755.2587898724225,14,6,1,27,0
1928.1927545637263,17,1,0,28,0
179.48975952662028,6,2,1,17,0
1374.3515137399822,15,5,0,19,0
988.1342668734004,6,5,0,47,0
775.9099621058385,16,1,1,40,0
1265.7910456184532,3,1,0,31,0
1408.010326177028,11,3,1,7,0
9.722176030967866,12,2,0,42,0
334.73922440565025,3,5,0,45,0
993.9505034780691,1,6,0,48,1
1333.1044417428348,0,5,1,12,0
1932.1289627522258,0,2,1,39,0
1522.3145427113152,6,5,1,45,0
1901.5946427549447,8,6,0,42,0
1405.3784625680792,0,0,0,8,0
596.8063650702469,15,5,0,39,0
211.6244795794621,17,5,0,45,0
1563.8659028265263,21,4,1,46,0
1288.654293730356,14,0,1,32,0
97.32383877419916,5,3,0,11,0
720.7408813360557,1,1,1,36,0
1913.642831153088,8,6,1,24,0
1001.3018902746923,3,5,1,45,0
866.0255429033896,12,6,0,24,0
915.9415107134287,22,3,1,15,0
418.55656528632227,21,3,0,15,0
738.0456345587256,10,0,0,38,0
740.2566987183661,12,6,0,34,0
105.65768535475733,10,1,0,22,0
1535.3676894073187,18,4,0,7,0
833.5923593758541,7,3,0,45,0
1644.53759374603,6,4,1,2,0
1700.845654238671,15,1,0,23,0
424.77611534261746,2,1,0,42,0
1315.049610858087,16,0,0,21,0
945.0913265218004,17,6,0,13,0
1760.4333191050487,14,2,0,21,0
432.2656176737318,16,6,0,33,0
1355.9485874197783,10,5,1,35,0
1215.8964923831925,4,0,1,30,0
591.3076536660938,15,6,0,20,0
274.06520639869404,14,4,0,4,0
1303.6278811940758,9,6,0,18,0
1477.456318806529,13,0,0,41,0
631.9390601829366,1,1,0,20,0
1290.0203754406052,15,3,1,1,0
790.866684315395,18,5,0,2,0
1426.7005596819529,7,5,1,46,0
399.2313345132122,14,2,0,29,0
1780.5397902697125,9,1,0,33,0
575.5317833346938,4,5,0,24,0
736.2041895245496,19,5,0,34,0
117.12581220861922,15,3,0,28,0
223.9129124302315,20,4,0,11,0
1032.207943521944,21,4,0,22,0
535.917760779215,11,4,0,27,0
1671.1249712586466,22,0,0,45,0
30.37208392125273,12,4,0,16,0
758.8090032952005,8,4,0,15,0
675.3537479914163,16,0,0,48,0
39.63593420428447,19,3,0,8,0
249.61242960201994,11,1,0,2,0
827.8717071623519,4,5,1,21,0
986.2363043104458,23,2,1,30,0
809.1752047624833,11,5,1,13,0
1062.3444191457756,0,4,0,2,0
1190.6682181364574,19,4,0,37,0
20.837718434543426,15,6,1,22,0
1379.0578344668438,22,5,0,20,1
1927.034982534289,8,5,0,23,0
1038.5455279789678,12,6,0,31,0
1355.4069926504474,16,4,0,44,0
624.4158519758495,16,0,0,4,0
1548.2087649273724,3,0,0,32,0
1546.0700422703542,13,0,0,43,0
1043.0707992606237,18,2,1,46,0
1952.051632735148,6,1,0,18,0
251.9748793105441,2,4,0,33,0
34.878382114272405,0,3,1,2,0
1540.546265302435,11,5,0,38,0
1614.5039191924002,14,5,1,27,0
241.2942510120319,10,4,0,10,0
531.9000830842535,9,4,0,9,0
36.08717436989119,1,4,1,39,0
587.3239129503488,3,5,0,1,0
1546.5106059634243,16,6,0,45,0
1036.4030948974453,16,4,0,44,0
696.8430907434079,7,5,0,38,0
744.1068505177542,22,1,1,26,0
3.70589780522084,13,3,0,8,0
600.3012546029065,23,0,0,38,0
1293.271024534223,3,6,1,0,0
1948.414693188898,5,3,0,32,0
1694.274593140815,18,4,1,37,0
48.16633432641272,23,3,0,32,0
1797.2226487450039,3,4,0,47,0
1566.6136281839533,2,3,0,2,0
1560.9718710183897,19,2,1,31,0
916.5335222481394,5,3,0,12,0
796.6125806160511,22,0,0,20,0
606.5285419375521,6,0,0,3,0
132.3240230497772,13,6,0,16,0
457.2424916239045,11,3,0,41,0
493.96066632107124,15,5,1,3,0
968.670062350693,19,5,0,19,0
1495.1413687867912,7,5,0,11,0
948.1458469674952,22,3,0,25,0
116.63105444487405,1,5,0,44,0
974.8999795217821,22,1,1,35,1
1885.5059138691304,7,3,0,15,0
1570.5938967536683,20,0,1,6,0
1982.664475226877,19,6,0,32,0
1852.4986205833995,4,5,1,47,1
1925.573932156159,3,2,0,1,0
152.1344761928848,15,5,1,32,0
731.9958157744812,19,0,0,13,0
698.7709725298733,2,1,1,19,1
392.47033518440577,3,3,0,36,0
282.4650948364595,15,5,0,26,0
1245.2048694904274,22,2,0,46,0
1562.8623896388629,22,6,1,41,0
1157.018500441301,20,0,0,20,0
294.77845646683113,12,6,1,1,0
1622.4364160970083,4,6,0,42,0
1272.2734596202931,14,2,1,15,0
776.9432465478641,7,4,0,18,0
1348.5864607765898,6,0,0,3,0
520.5500535064228,13,4,0,9,0
1448.0367465110699,2,2,0,21,1
1835.0542004208485,21,3,0,11,0
581.7185068371693,6,3,0,1,0
940.5065480477152,22,3,1,1,0
1780.3921336546332,17,6,1,40,0
1415.7349791847873,9,4,0,43,0
125.3442491032408,17,6,0,33,0
295.4587855136617,13,3,0,17,0
16.675339953061716,9,6,0,15,0
1262.2126586680977,6,1,0,18,0
895.8991773954262,6,0,1,46,0
269.4154269536488,6,0,1,24,0
1915.9103079924841,4,6,0,29,0
1059.789788167294,0,2,0,47,0
484.54469493166545,13,5,0,5,0
1001.7065387382604,17,4,1,26,0
1596.2672534726678,23,0,0,14,1
153.40219672915538,7,6,0,30,0
550.1329262807361,7,4,1,43,0
1614.1240162771032,9,2,0,21,0
919.8700759349198,16,3,0,11,0
1093.6077069225576,5,5,0,9,0
866.199188416729,14,2,1,20,0
88.75598534336723,14,1,0,46,0
332.3338098604917,15,3,1,30,0
891.6377358450399,7,3,1,35,0
419.1617453504477,18,3,1,9,0
100.9080782906978,19,2,0,18,0
1687.4556784395957,14,1,1,22,0
1962.4038657990675,2,5,0,45,0
1586.492605119482,5,4,0,9,0
1707.7160584876294,7,2,0,48,0
484.7122835037737,15,0,0,26,0
1921.2933240508862,14,0,1,42,0
394.65448320240336,12,2,1,49,0
1902.9081909133026,19,4,0,1,0
1989.643768637936,14,0,1,10,0
1423.7338886863515,17,4,1,7,0
1962.306319851852,12,3,1,18,0
1139.5100193546402,23,2,0,15,0
519.8240245690046,7,3,0,3,0
874.5547754455761,13,0,0,13,0
1187.528309822193,10,4,0,21,0
147.09004249200296,5,3,0,16,0
1245.0641859698749,23,0,1,42,0
1962.3744956878268,0,6,1,25,0
381.0251919176715,1,1,0,34,0
1585.3976374604783,12,3,0,35,0
1815.8896887654591,0,1,0,44,0
1887.4594840476213,23,1,0,48,0
1920.311073206489,23,5,0,29,0
1043.3978178042223,3,0,1,20,0
1954.6385080750158,23,2,0,19,0
1514.8631040617433,22,4,0,41,0
324.18120103768683,1,6,0,25,0
954.323312829472,20,0,0,11,0
1436.944019568636,19,5,1,7,0
495.4332913223476,15,5,1,34,0
1281.5897519142259,2,6,0,28,0
1333.5343576141918,16,3,1,41,0
326.23678787332324,4,4,0,6,0
1130.6055395930598,7,5,0,9,0
1543.4821950462367,11,2,0,38,0
998.2924334073479,22,0,0,49,0
25.194130435438744,11,2,0,19,0
19.06789968950506,0,3,0,27,0
714.7016585960544,0,0,0,13,0
1852.4619427951322,14,3,0,11,0
458.12488242761395,16,4,1,7,0
1269.0930140545026,1,4,0,6,0
444.9296655159478,16,2,1,4,0
1547.7351587584908,23,2,0,0,1
1696.2361371133666,8,4,1,46,0
1457.9940230976238,11,1,0,8,0
191.70315534910804,3,4,0,43,0
857.9753399518808,12,6,0,17,0
59.31035752688367,3,0,0,42,0
962.299403059415,6,6,1,41,0
1325.205589390435,13,3,1,9,0
237.88674457270497,8,4,0,49,0
578.4809928794222,22,4,0,0,0
796.2754143788117,0,5,0,19,0
1839.1425182874434,0,3,0,42,0
1986.5167758305051,19,5,1,28,0
90.7776866922361,3,3,0,1,0
1522.2548390672887,0,6,0,25,0
744.0764087382842,21,0,0,10,0
785.5239142727306,9,3,0,24,0
1508.7756817206985,1,2,1,33,0
1836.9344378586718,20,4,0,40,0
1901.9062604105943,23,3,0,0,0
1154.6680494906032,14,0,0,30,0
714.8851974417051,2,3,0,37,0
1575.3106226316997,22,4,0,21,0
502.75176514133824,8,1,1,1,0
1128.583983638202,16,3,1,46,0
717.7983445882214,20,2,1,0,0
1313.6055163420444,12,4,1,23,0
481.55742687412027,2,0,0,49,0
383.9942985239167,3,6,0,35,0
1836.5599342641988,3,6,0,44,0
204.50556221612428,10,4,1,35,0
1012.4098575621284,6,5,1,46,0
442.4847131430548,10,1,0,33,0
78.82099668800923,23,0,1,8,0
73.00161776456136,10,1,0,11,0
351.26832243954885,9,6,0,45,0
1733.6739386574945,4,1,0,19,0
565.6750092100763,12,2,0,3,0
1900.967881980016,11,6,0,14,0
1163.662963685398,9,3,0,3,0
873.7917653477634,6,2,1,4,0
1160.5975805042397,18,2,0,9,0
1033.8800720673094,18,5,1,43,0
1517.793731260893,18,2,0,43,0
565.7096358797316,11,0,1,39,0
706.7477328090044,19,3,1,35,0
1788.2945107639682,21,3,1,34,0
1892.9665697876605,14,6,0,0,0
1785.2238967454625,4,0,0,17,0
839.4765399206699,23,2,0,30,0
1560.9506405107566,13,2,0,45,0
953.1951308688965,11,1,0,48,0
995.5821644400582,20,6,0,5,0
410.1555380055106,10,6,0,5,0
1182.6694762137745,4,1,1,41,0
373.08565960894254,15,5,0,18,0
663.7978334353204,17,4,1,31,0
1710.2053730382504,11,1,0,41,0
414.94454261249956,4,3,0,29,0
143.24541206169218,15,0,0,25,0
138.9461776330198,11,2,1,2,0
1881.6282564857127,22,4,1,32,0
1014.3339554857074,1,1,1,49,0
819.4147315622197,5,6,0,30,0
885.9750052835897,2,4,0,46,1
1671.8160298931216,20,0,0,19,0
665.0498751980936,3,0,0,3,0
1387.5424968901166,12,6,1,31,0
1542.4745088879213,9,4,1,17,0
1309.646723045043,16,4,0,9,0
304.03855452539864,13,5,1,21,0
1751.890283950597,23,4,0,16,0
1078.6500109192814,14,2,0,41,0
565.6623803136374,7,3,0,3,0
851.0311426899501,22,1,0,36,0
76.10460970741586,23,6,0,6,0
1229.0476003798126,1,1,0,7,1
1531.3279542812058,2,1,1,0,0
1.023257875976916,16,4,0,7,0
833.715091136102,23,6,0,18,0
1045.4978519900912,23,4,0,16,0
110.21420558194362,6,5,1,40,0
1946.1832477816934,12,4,0,47,0
453.0245371680942,15,5,1,8,0
609.0932405529254,4,5,0,15,0
608.5810819977996,3,2,0,44,0
461.60290757258247,9,2,0,36,0
3.9461703505365207,12,2,0,26,0
1458.9602433819048,9,2,0,1,0
1933.7241540987714,13,0,0,35,0
449.36267308680505,21,2,0,11,0
1326.4313364150414,11,2,0,49,0
1484.0507575904714,0,2,0,34,0
1697.002332801959,20,5,1,30,0
845.8357648302047,19,1,1,18,0
606.558880375218,19,6,1,25,0
651.2649729120392,6,1,0,35,0
1425.530044863927,8,1,0,3,0
1633.7421535447666,7,3,1,47,0
1495.0202471634557,2,0,0,42,1
742.5110753073726,13,5,1,30,0
1803.9784533015509,11,4,1,12,0
1613.5803458697837,7,5,0,42,0
1969.7319471221892,20,2,0,38,0
1508.7422711044794,21,1,1,45,0
786.9972068548166,17,5,1,3,0
1181.6850301552809,15,0,1,39,0
1322.3674942403932,10,2,0,43,0
157.83317681793076,15,3,0,12,0
1089.4494212486263,13,4,0,40,0
1418.9323361167465,2,2,0,8,0
335.4752866981197,20,6,0,1,0
1561.4828031336888,1,4,1,34,0
1167.9617882477091,2,5,0,11,0
1904.4913496094916,3,2,0,16,0
85.8021741155765,21,3,0,3,0
531.3869489733785,4,5,0,13,0
1203.5062047203483,9,0,1,20,0
593.8232644996555,19,4,1,40,0
1429.1339039784132,1,4,0,7,0
1518.25155976134,11,0,0,32,0
205.92941216888244,4,6,0,44,0
1028.1950739493286,4,4,0,27,0
1018.2722206265207,22,5,0,2,0
739.1922596608666,0,1,0,13,0
1865.9168002767744,3,6,1,18,0
1655.185133426569,20,0,0,5,0
1394.721554437364,23,3,0,35,0
1428.9389448342602,11,6,0,19,0
923.970571482425,11,2,1,0,0
1842.0680476720552,15,2,1,9,0
1389.4962590793175,23,0,1,12,0
1458.2331422499772,16,1,0,11,0
1723.5201166709032,20,5,0,10,0
548.8691070950398,9,3,1,35,0
1614.3347368295392,16,2,1,16,0
391.28596531002756,16,2,0,46,0
691.3385625375308,17,5,0,28,0
671.8852980854156,1,1,0,2,0
1957.072411309892,3,4,1,28,0
1713.2179102721057,18,6,0,9,0
1402.638553318929,10,0,0,45,0
1454.3864664691648,16,1,1,18,0
1124.5835160107397,11,1,1,3,0
1894.2342435499297,1,1,0,45,0
993.0212470118407,5,1,0,37,0
761.6549020299192,8,4,0,11,0
326.9076385262504,4,5,0,30,0
1572.6250988698548,19,3,0,1,0
1469.1534202191074,20,6,0,48,0
769.3257220097456,8,1,0,0,0
51.36163450449949,22,6,0,16,0
1678.1556581083034,7,1,1,24,0
23.82454892469319,19,0,1,4,0
1407.6958594784728,7,2,0,47,0
1940.543962342388,21,4,1,13,0
875.8849949682588,20,1,0,9,0
470.71183658690956,22,3,1,20,0
1410.03714907672,5,3,0,24,0
1634.4391558891548,2,3,1,34,0
1093.3142018396168,4,0,0,2,0
1934.1035152370362,8,3,0,17,0
104.28577459426424,6,5,1,49,0
1010.0864010107517,3,0,0,35,0
1437.1894406977776,6,4,0,38,0
1725.4183018272088,4,3,0,32,0
359.3319682036723,10,2,0,47,0
1600.206960045599,14,1,0,16,0
1105.861444361372,1,4,0,39,0
793.7108102979365,12,5,0,5,0
264.29834212960805,21,2,0,33,0
1730.726222058916,15,4,1,25,0
315.389143151251,6,5,0,41,0
620.2659305589893,7,3,0,30,0
580.8010183929113,5,4,0,48,0
1742.9566543475178,23,4,1,27,0
1345.7332854235872,6,4,1,35,0
1593.5661129855532,17,0,0,12,0
501.6853296862055,21,2,1,20,0
1250.1233251143908,21,6,1,25,0
1143.9202203043537,19,5,1,30,0
1665.827923199754,6,3,0,15,0
1812.2680339020399,2,1,0,30,0
25.301386183296227,4,3,0,12,0
1348.3658181985265,0,3,0,29,0
104.6197624403383,14,0,0,31,0
1098.1684714896344,2,0,0,4,0
575.9778253583128,7,4,1,11,0
614.2464224447602,8,3,0,38,0
706.5640484012608,14,2,0,40,0
1242.9636056501706,9,0,1,36,0
668.7658813718697,1,5,0,3,0
1465.6654021299705,19,0,0,41,0
809.6502437621655,4,2,0,47,0
137.6380474196073,18,0,1,42,0
1567.7359251257303,12,6,1,28,0
572.2308908608193,10,2,0,40,0
866.100992318926,0,6,1,4,0
1371.2023225605813,21,6,0,10,0
665.5798581402753,14,1,0,29,0
114.11472663728453,17,2,0,8,0
748.4681729786143,15,1,0,48,0
1888.9527168059126,8,5,0,27,0
1283.8270601998179,0,4,0,21,0
1343.2868181857466,10,4,0,10,0
1264.932025121642,8,6,0,20,0
398.78528577991415,22,0,0,5,0
837.249394340458,10,2,1,25,0
1502.1286569282731,12,0,0,15,0
203.64442220876512,1,2,0,13,0
556.4276994033348,13,0,0,34,0
553.3618978232414,5,4,1,41,0
864.6058362614175,7,5,0,35,0
1960.757113143428,17,4,0,21,0
135.93759082096005,15,0,0,1,0
1037.8832877668094,20,2,0,12,0
359.5499993424087,11,3,0,10,0
1941.3824142740784,10,5,0,11,0
227.49370595020093,5,2,1,32,0
807.7984037208209,2,0,0,21,0
1476.0320846843777,13,2,1,8,0
1409.4043016268631,1,1,0,43,0
846.0345451509705,10,2,0,6,0
693.7018117374837,21,4,0,16,0
795.8271447271883,2,6,0,9,0
529.2882500541199,17,4,0,37,0
411.4605444748928,0,1,1,38,0
966.596355420221,23,5,1,45,0
537.798978379147,0,2,1,24,0
575.635868129603,11,5,0,26,0
1313.8553708856396,14,3,0,29,0
1937.1061260680844,4,2,1,29,0
1207.6707639181907,5,4,0,42,0
154.8819546628676,15,6,1,33,0
152.0916440942799,11,4,1,32,0
1902.8950184702865,11,5,1,31,0
595.2842898243599,2,0,0,41,0
185.04190517886838,22,4,1,11,0
1198.4901297136128,1,0,0,40,0
1247.673907802242,6,4,0,22,0
1297.3611354172576,1,4,0,28,0
535.5366536872251,20,6,0,42,0
31.206257744735595,6,3,0,0,0
1930.0657235394892,10,0,1,19,0
502.5351983365139,10,0,0,9,0
1352.3765498170424,13,4,0,18,0
1413.5531098875404,2,0,0,22,0
1220.4048267418918,13,4,0,20,0
626.5018810330828,10,4,0,42,0
542.9214112743674,3,5,1,34,0
1195.7388971227035,16,2,0,47,0
1896.4146983563894,4,0,1,31,1
1893.5207241178678,2,6,1,9,0
212.7057030031115,9,1,0,1,0
310.502396582842,20,5,0,35,0
1889.5277813073762,14,0,0,47,0
1473.3339214412504,7,6,1,5,0
1766.1046558347164,17,0,0,42,0
406.06263563655097,2,3,0,16,0
1175.5841563476943,6,1,1,14,0
1402.5780492405297,9,1,1,35,0
1360.5436590084983,19,6,0,23,0
816.8952300425295,8,3,1,39,0
31.774388490925645,13,3,0,28,0
1166.269187551722,22,0,1,49,0
506.94997682003793,13,2,0,13,0
901.0582380396378,10,6,0,1,0
1915.2044491525508,0,3,0,47,0
798.671599967227,3,1,0,21,0
1679.763411722189,5,6,0,46,0
377.892670892753,21,1,0,5,0
1345.2485355520325,21,0,0,8,0
1954.036901923448,4,6,0,11,0
204.68430864500064,2,2,1,41,0
17.63156451215683,1,4,0,38,0
867.732002472596,2,6,0,4,0
186.15834061968303,8,3,1,39,0
1497.0203150027864,18,3,0,43,0
1829.1827790332693,18,0,1,0,0
868.6079244448089,16,5,1,9,0
518.1645726687265,17,5,0,10,0
869.3722346942129,10,2,1,26,0
1447.172187882152,11,1,0,22,0
19.099268999161588,2,1,0,19,0
1179.3185249799096,17,4,0,4,0
1226.9700780898706,23,1,0,12,0
1275.738805544975,5,5,0,49,0
484.80213788177355,6,5,1,9,0
1428.3913940328753,0,3,0,48,0
183.69158117722102,5,4,1,35,0
399.34140259713485,17,2,1,40,0
1755.0626232623094,12,4,1,49,0
1477.707578302406,21,6,0,15,0
28.477362468679157,18,2,0,6,0
497.5041444792306,6,5,1,31,0
429.59855950333593,18,1,1,24,0
542.3418497459082,8,0,1,43,0
495.8719807894929,2,4,1,25,0
125.99006518994864,22,4,0,35,0
918.4220926770439,11,3,1,27,0
1249.4899780402836,22,3,0,43,1
1213.8567177101554,23,5,0,11,0
1346.0704655275615,17,2,0,25,0
163.21720789394206,7,0,1,3,0
1903.0299296433977,8,6,1,43,0
1677.1451758522066,12,3,0,22,0
1610.3755466728298,7,3,0,39,0
1646.1446262784932,21,1,1,23,0
1865.48830575739,9,1,0,30,0
1088.9636782612818,16,5,0,29,0
401.36375371738416,6,5,0,2,0
1233.9504320972299,16,3,0,15,0
1486.0201058422101,22,2,1,33,0
1476.0968693146967,17,6,0,37,0
1043.3765993095933,23,0,0,27,0
137.84897994782253,1,3,0,48,0
742.8547639218256,2,2,0,43,0
1841.6124503182514,18,2,0,40,0
1169.3133706050946,0,3,1,47,0
